Make,Model,Body Type,Engine Type,Tyres,Headlights,Colours Available,Year Introduced,Notes,Image Path
Abarth,Abarth Model 1,SUV,Petrol,215/55 R17,Halogen,Metallic Blue; Green; Orange,2019,Standard trim,
BMW,BMW Model 110,SUV,V6,235/35 R19,Laser,Gold; Orange; Metallic Grey,2024,Standard trim,
BMW,BMW Model 111,Sedan,V8,215/55 R17,Laser,Brown; Metallic Silver; White,2006,Standard trim,
BMW,BMW Model 112,Coupe,Turbo Petrol,215/55 R17,Laser,Brown; Blue; Orange,2000,Standard trim,
BMW,BMW Model 113,SUV,Diesel,275/40 R21,LED,Black; Orange; White,2016,Standard trim,
BMW,BMW Model 114,Pick-up,Electric,245/40 R20,Matrix LED,Black; Beige; Metallic Blue,2009,Standard trim,
BMW,BMW Model 115,Coupe,Electric,265/65 R17,Adaptive LED,White; Silver; Brown,2021,Standard trim,
BMW,BMW Model 116,Pick-up,Turbo Petrol,205/55 R16,Matrix LED,Blue; Metallic Grey; Yellow,2011,Standard trim,
BMW,BMW Model 117,Coupe,Petrol,265/65 R17,Adaptive LED,Grey; Metallic Silver; White,2015,Standard trim,
BMW,BMW Model 118,Hatchback,Petrol,275/40 R21,Adaptive LED,Metallic Blue; Brown; Metallic Silver,2008,Standard trim,
BMW,BMW Model 119,Convertible,V8,205/55 R16,Matrix LED,Metallic Blue; White; Beige,2017,Standard trim,
BMW,BMW Model 120,Roadster,Petrol,245/40 R20,Matrix LED,Orange; Metallic Silver; Metallic Blue,2001,Standard trim,
BMW,BMW Model 121,Roadster,V8,205/55 R16,Adaptive LED,Metallic Silver; Yellow; Grey,2011,Standard trim,
BMW,BMW Model 122,Hatchback,Electric,245/40 R20,Halogen,Metallic Blue; Silver; Gold,2014,Standard trim,
BMW,BMW Model 123,SUV,Electric,245/40 R20,Laser,Brown; Beige; Yellow,2014,Standard trim,
BMW,BMW Model 124,Convertible,V6,275/40 R21,Matrix LED,Beige; Grey; Silver,2004,Standard trim,
BMW,BMW Model 125,Convertible,Petrol,225/45 R18,Laser,White; Red; Black,2010,Standard trim,
BMW,BMW Model 126,Pick-up,V8,275/40 R21,LED,Yellow; Metallic Grey; Gold,2013,Standard trim,
BMW,BMW Model 127,Coupe,V6,205/55 R16,Laser,Metallic Silver; Metallic Blue; Green,2022,Standard trim,
BMW,BMW Model 128,Roadster,Diesel,275/40 R21,LED,Green; Blue; Black,2011,Standard trim,
BMW,BMW Model 129,MPV,Electric,215/55 R17,Adaptive LED,Brown; Silver; Yellow,2021,Standard trim,
BMW,BMW Model 130,Coupe,V8,275/40 R21,Matrix LED,Metallic Grey; Silver; Metallic Silver,2015,Standard trim,
BMW,BMW Model 131,Sedan,V8,275/40 R21,Adaptive LED,Metallic Blue; Gold; Orange,2020,Standard trim,
BMW,BMW Model 132,Coupe,Diesel,275/40 R21,Laser,Metallic Blue; Yellow; Orange,2006,Standard trim,
BMW,BMW Model 133,Roadster,Diesel,235/35 R19,Adaptive LED,Blue; Red; Metallic Grey,2009,Standard trim,
BMW,BMW Model 134,MPV,V8,225/45 R18,Matrix LED,Brown; Metallic Grey; Gold,2023,Standard trim,
BMW,BMW Model 135,Hatchback,Hybrid,215/55 R17,LED,Gold; Orange; Red,2022,Standard trim,
BMW,BMW Model 136,Hatchback,Diesel,215/55 R17,LED,Silver; Blue; Red,2017,Standard trim,
BMW,BMW Model 137,Coupe,Diesel,215/55 R17,Laser,Yellow; Metallic Grey; Red,2007,Standard trim,
BMW,BMW Model 138,Sedan,Turbo Petrol,245/40 R20,LED,Yellow; Red; Silver,2017,Standard trim,
BMW,BMW Model 139,SUV,Diesel,265/65 R17,Halogen,Green; Yellow; Brown,2019,Standard trim,
BMW,BMW Model 140,Pick-up,Electric,215/55 R17,Matrix LED,Blue; Brown; White,2006,Standard trim,
BMW,BMW Model 141,MPV,V6,245/40 R20,Adaptive LED,Metallic Blue; Metallic Grey; Green,2013,Standard trim,
BMW,BMW Model 142,Coupe,Electric,245/40 R20,Halogen,Metallic Grey; Green; Metallic Silver,2016,Standard trim,
BMW,BMW Model 143,Sedan,Petrol,225/45 R18,LED,Brown; White; Red,2014,Standard trim,
BMW,BMW Model 144,MPV,V8,265/65 R17,Adaptive LED,Blue; Metallic Silver; Beige,2009,Standard trim,
BMW,BMW Model 145,Sedan,V8,205/55 R16,Laser,Blue; Metallic Blue; Metallic Silver,2002,Standard trim,
BMW,BMW Model 146,Convertible,Petrol,205/55 R16,Laser,Grey; Orange; Metallic Grey,2011,Standard trim,
BMW,BMW Model 147,MPV,Diesel,205/55 R16,Adaptive LED,Orange; Green; Black,2014,Standard trim,
BMW,BMW Model 148,Convertible,Electric,275/40 R21,Matrix LED,Metallic Grey; Yellow; Grey,2018,Standard trim,
BMW,BMW Model 149,Hatchback,Diesel,235/35 R19,Halogen,Silver; Metallic Blue; Metallic Grey,2016,Standard trim,
BMW,BMW Model 150,Hatchback,Turbo Petrol,225/45 R18,Halogen,Beige; Red; Orange,2014,Standard trim,
BMW,BMW Model 151,Hatchback,Diesel,215/55 R17,Halogen,Metallic Grey; Green; Silver,2021,Standard trim,
BMW,BMW Model 152,MPV,V8,225/45 R18,Matrix LED,Metallic Grey; Metallic Blue; Silver,2007,Standard trim,
BMW,BMW Model 153,SUV,Hybrid,225/45 R18,Halogen,Black; Green; Orange,2014,Standard trim,
BMW,BMW Model 154,MPV,Diesel,235/35 R19,Halogen,Metallic Silver; Metallic Grey; Orange,2012,Standard trim,
BMW,BMW Model 155,Hatchback,Hybrid,235/35 R19,LED,Red; White; Green,2014,Standard trim,
BMW,BMW Model 156,Pick-up,Petrol,215/55 R17,Laser,Orange; White; Yellow,2018,Standard trim,
BMW,BMW Model 157,Convertible,Turbo Petrol,275/40 R21,LED,Beige; Orange; Black,2015,Standard trim,
BMW,BMW Model 158,Pick-up,Petrol,245/40 R20,LED,Green; Grey; Blue,2010,Standard trim,
BMW,BMW Model 159,Sedan,Turbo Petrol,225/45 R18,Laser,Silver; White; Green,2003,Standard trim,
BMW,BMW Model 160,Roadster,Turbo Petrol,235/35 R19,Matrix LED,Green; White; Yellow,2012,Standard trim,
BMW,BMW Model 161,MPV,V8,205/55 R16,Matrix LED,Beige; Gold; Brown,2016,Standard trim,
BMW,BMW Model 162,MPV,V8,225/45 R18,Matrix LED,White; Silver; Metallic Blue,2021,Standard trim,
BMW,BMW Model 163,Sedan,V6,245/40 R20,Matrix LED,Gold; Grey; Metallic Blue,2020,Standard trim,
BMW,BMW Model 164,MPV,V8,225/45 R18,Matrix LED,Gold; Grey; Brown,2009,Standard trim,
BMW,BMW Model 165,Convertible,Hybrid,275/40 R21,LED,Black; Metallic Silver; Orange,2012,Standard trim,
BMW,BMW Model 166,Hatchback,V8,275/40 R21,LED,Blue; Silver; Gold,2007,Standard trim,
BMW,BMW Model 167,Pick-up,Turbo Petrol,235/35 R19,Halogen,Metallic Silver; Metallic Blue; Brown,2001,Standard trim,
BMW,BMW Model 168,Hatchback,Petrol,235/35 R19,Matrix LED,White; Silver; Blue,2000,Standard trim,
BMW,BMW Model 169,Roadster,V6,235/35 R19,Laser,Beige; Yellow; Metallic Grey,2017,Standard trim,
BMW,BMW Model 170,Convertible,Turbo Petrol,265/65 R17,LED,Metallic Blue; Orange; Beige,2017,Standard trim,
BMW,BMW Model 171,Pick-up,V6,265/65 R17,LED,Gold; Black; Blue,2023,Standard trim,
BMW,BMW Model 172,Hatchback,V6,235/35 R19,Adaptive LED,Orange; Metallic Blue; White,2002,Standard trim,
BMW,BMW Model 173,Pick-up,Turbo Petrol,275/40 R21,Matrix LED,Yellow; Black; Metallic Blue,2017,Standard trim,
BMW,BMW Model 174,Coupe,V8,275/40 R21,Adaptive LED,Red; Metallic Grey; Silver,2019,Standard trim,
BMW,BMW Model 175,Coupe,Petrol,235/35 R19,Halogen,Red; Yellow; Grey,2003,Standard trim,
BMW,BMW Model 176,Sedan,Turbo Petrol,235/35 R19,LED,Metallic Grey; Red; Blue,2018,Standard trim,
BMW,BMW Model 177,Pick-up,V8,235/35 R19,Adaptive LED,Blue; Brown; Gold,2000,Standard trim,
BMW,BMW Model 178,MPV,Electric,205/55 R16,Matrix LED,Gold; Orange; Yellow,2007,Standard trim,
BMW,BMW Model 179,Coupe,Hybrid,225/45 R18,LED,Metallic Silver; Grey; Black,2017,Standard trim,
BMW,BMW Model 180,SUV,Petrol,215/55 R17,LED,Green; Red; Black,2003,Standard trim,
BMW,BMW Model 181,Convertible,Electric,215/55 R17,LED,Beige; Yellow; White,2012,Standard trim,
BMW,BMW Model 182,Sedan,Hybrid,225/45 R18,Laser,Grey; Blue; White,2013,Standard trim,
BMW,BMW Model 183,Roadster,Turbo Petrol,275/40 R21,Matrix LED,Blue; Green; Beige,2000,Standard trim,
BMW,BMW Model 184,Roadster,V6,225/45 R18,Halogen,Metallic Silver; Beige; Yellow,2020,Standard trim,
BMW,BMW Model 185,Sedan,V6,225/45 R18,Adaptive LED,Red; Silver; Green,2000,Standard trim,
BMW,BMW Model 186,Roadster,V8,215/55 R17,LED,Metallic Silver; Red; Silver,2019,Standard trim,
BMW,BMW Model 187,MPV,Turbo Petrol,215/55 R17,Laser,Metallic Silver; Green; Metallic Grey,2000,Standard trim,
BMW,BMW Model 188,Sedan,Turbo Petrol,235/35 R19,LED,Green; Blue; Grey,2019,Standard trim,
BMW,BMW Model 189,Convertible,Diesel,275/40 R21,Adaptive LED,Beige; Metallic Silver; Red,2013,Standard trim,
BMW,BMW Model 190,Pick-up,Turbo Petrol,235/35 R19,Adaptive LED,Green; Blue; Black,2010,Standard trim,
BMW,BMW Model 191,Hatchback,V8,215/55 R17,LED,White; Metallic Silver; Brown,2024,Standard trim,
BMW,BMW Model 192,Coupe,Hybrid,245/40 R20,Laser,Metallic Blue; Orange; Blue,2018,Standard trim,
BMW,BMW Model 193,Roadster,Petrol,215/55 R17,Matrix LED,Orange; Yellow; Metallic Grey,2014,Standard trim,
BMW,BMW Model 194,Convertible,Turbo Petrol,235/35 R19,Laser,Yellow; Black; Grey,2001,Standard trim,
BMW,BMW Model 195,Pick-up,V8,205/55 R16,Halogen,Blue; Beige; Gold,2011,Standard trim,
BMW,BMW Model 196,Roadster,V6,275/40 R21,Laser,Metallic Grey; Green; Blue,2022,Standard trim,
BMW,BMW Model 197,SUV,Diesel,215/55 R17,LED,Silver; Metallic Silver; Brown,2009,Standard trim,
BMW,BMW Model 198,Hatchback,Turbo Petrol,275/40 R21,Laser,Green; Metallic Grey; Yellow,2000,Standard trim,
BMW,BMW Model 199,MPV,Petrol,245/40 R20,Matrix LED,Blue; Yellow; Green,2019,Standard trim,
BMW,BMW Model 200,Hatchback,Diesel,275/40 R21,Laser,Metallic Silver; Green; Metallic Grey,2000,Standard trim,
BMW,BMW Model 201,Hatchback,Turbo Petrol,215/55 R17,Adaptive LED,Red; Orange; Green,2021,Standard trim,
BMW,BMW Model 202,Sedan,V8,215/55 R17,Adaptive LED,Metallic Grey; White; Green,2009,Standard trim,
BMW,BMW Model 203,Pick-up,Petrol,265/65 R17,Matrix LED,Beige; Orange; Grey,2002,Standard trim,
BMW,BMW Model 204,Coupe,V6,235/35 R19,Adaptive LED,Grey; Beige; White,2020,Standard trim,
BMW,BMW Model 205,Coupe,Petrol,265/65 R17,Laser,Metallic Blue; Blue; White,2011,Standard trim,
BMW,BMW Model 206,Roadster,Electric,205/55 R16,Halogen,Gold; Orange; Blue,2016,Standard trim,
BMW,BMW Model 207,SUV,V8,265/65 R17,Halogen,Blue; Red; Orange,2019,Standard trim,
BMW,BMW Model 208,Hatchback,Petrol,235/35 R19,Matrix LED,Grey; Metallic Blue; Gold,2009,Standard trim,
BMW,BMW Model 209,SUV,V6,265/65 R17,Halogen,Metallic Blue; Gold; Beige,2004,Standard trim,
BMW,BMW Model 210,SUV,Diesel,235/35 R19,Halogen,Metallic Grey; Silver; Green,2000,Standard trim,
BMW,BMW Model 211,Coupe,Diesel,275/40 R21,Laser,Orange; Yellow; Green,2016,Standard trim,
BMW,BMW Model 212,Sedan,V6,225/45 R18,Adaptive LED,Beige; Gold; Metallic Grey,2004,Standard trim,
BMW,BMW Model 213,Coupe,Diesel,225/45 R18,LED,Brown; Metallic Grey; Silver,2022,Standard trim,
BMW,BMW Model 214,Coupe,Electric,265/65 R17,Halogen,Gold; Green; Black,2002,Standard trim,
BMW,BMW Model 215,MPV,Electric,245/40 R20,Laser,Metallic Silver; Beige; Metallic Blue,2003,Standard trim,
BMW,BMW Model 216,Roadster,Hybrid,215/55 R17,LED,Silver; Metallic Grey; White,2017,Standard trim,
BMW,BMW Model 217,Convertible,Electric,265/65 R17,Matrix LED,Metallic Grey; Yellow; Blue,2024,Standard trim,
BMW,BMW Model 218,Roadster,Diesel,235/35 R19,LED,Silver; Red; Metallic Blue,2006,Standard trim,
BMW,BMW Model 219,MPV,V6,275/40 R21,Laser,Gold; Metallic Grey; Grey,2007,Standard trim,
BMW,BMW Model 220,SUV,Diesel,265/65 R17,Matrix LED,Gold; Brown; Orange,2014,Standard trim,
BMW,BMW Model 221,SUV,V8,205/55 R16,Matrix LED,Metallic Silver; Metallic Blue; Blue,2024,Standard trim,
BMW,BMW Model 222,SUV,Diesel,245/40 R20,Matrix LED,Gold; Silver; Metallic Silver,2017,Standard trim,
BMW,BMW Model 223,Roadster,Diesel,245/40 R20,Adaptive LED,Green; Metallic Grey; Orange,2010,Standard trim,
BMW,BMW Model 224,Pick-up,V8,265/65 R17,Laser,Beige; White; Grey,2005,Standard trim,
BMW,BMW Model 225,Convertible,V6,225/45 R18,Adaptive LED,Yellow; Metallic Grey; Orange,2016,Standard trim,
BMW,BMW Model 226,Coupe,Hybrid,275/40 R21,Laser,Silver; Red; Metallic Blue,2015,Standard trim,
BMW,BMW Model 227,Hatchback,Petrol,205/55 R16,Halogen,Brown; White; Metallic Grey,2023,Standard trim,
BMW,BMW Model 228,Convertible,Petrol,265/65 R17,LED,White; Beige; Orange,2010,Standard trim,
Changan,Changan Model 1,Pick-up,Electric,225/45 R18,Adaptive LED,Brown; Yellow; Silver,2014,Standard trim,
Changan,Changan Model 2,MPV,Petrol,205/55 R16,Matrix LED,Yellow; Orange; Black,2003,Standard trim,
Changan,Changan Model 3,Hatchback,Hybrid,275/40 R21,Matrix LED,Gold; Black; Beige,2007,Standard trim,
Changan,Changan Model 4,Coupe,Petrol,205/55 R16,Adaptive LED,Green; Metallic Silver; Metallic Grey,2022,Standard trim,
Changan,Changan Model 5,Roadster,Electric,205/55 R16,Laser,Green; Blue; Grey,2015,Standard trim,
Changan,Changan Model 6,Sedan,Hybrid,275/40 R21,Halogen,Orange; White; Metallic Grey,2013,Standard trim,
Changan,Changan Model 7,Coupe,V6,275/40 R21,Adaptive LED,Green; White; Yellow,2021,Standard trim,
Changan,Changan Model 8,Sedan,V6,265/65 R17,LED,Metallic Grey; Beige; Gold,2019,Standard trim,
Datsun,Datsun Model 1,Sedan,V6,275/40 R21,Adaptive LED,Metallic Blue; Grey; Orange,2002,Standard trim,
Datsun,Datsun Model 2,Pick-up,Turbo Petrol,225/45 R18,Laser,Blue; Brown; Black,2023,Standard trim,
Datsun,Datsun Model 3,Coupe,V6,215/55 R17,Laser,Metallic Blue; Blue; Red,2003,Standard trim,
Datsun,Datsun Model 4,Coupe,Petrol,205/55 R16,Laser,White; Gold; Green,2016,Standard trim,
Datsun,Datsun Model 5,MPV,V8,265/65 R17,Matrix LED,Yellow; Brown; Beige,2013,Standard trim,
Fiat,Fiat Model 1,Sedan,V8,275/40 R21,LED,Metallic Silver; Orange; White,2004,Standard trim,
Fiat,Fiat Model 2,Hatchback,Petrol,225/45 R18,Adaptive LED,Metallic Grey; Orange; Yellow,2017,Standard trim,
Fiat,Fiat Model 3,SUV,Diesel,215/55 R17,Matrix LED,Yellow; Metallic Blue; White,2003,Standard trim,
Fiat,Fiat Model 4,MPV,Electric,265/65 R17,Matrix LED,Blue; Black; Beige,2020,Standard trim,
Fiat,Fiat Model 5,Hatchback,Turbo Petrol,265/65 R17,Matrix LED,Blue; Metallic Silver; Orange,2006,Standard trim,
Fiat,Fiat Model 6,Sedan,Hybrid,275/40 R21,Laser,Yellow; Metallic Silver; Green,2023,Standard trim,
Fiat,Fiat Model 7,Coupe,V6,265/65 R17,Matrix LED,Metallic Blue; Green; Orange,2007,Standard trim,
Fiat,Fiat Model 8,Sedan,Hybrid,245/40 R20,Adaptive LED,Metallic Blue; Beige; Silver,2001,Standard trim,
Fiat,Fiat Model 9,Sedan,V8,205/55 R16,Laser,White; Gold; Black,2021,Standard trim,
Fiat,Fiat Model 10,Convertible,V6,275/40 R21,Adaptive LED,Grey; Metallic Grey; Green,2001,Standard trim,
Fiat,Fiat Model 11,Roadster,Turbo Petrol,235/35 R19,Matrix LED,Red; Blue; Metallic Silver,2006,Standard trim,
Fiat,Fiat Model 12,Sedan,Turbo Petrol,245/40 R20,Matrix LED,Yellow; White; Metallic Grey,2005,Standard trim,
Fiat,Fiat Model 13,Coupe,Hybrid,225/45 R18,Halogen,Blue; Orange; Beige,2011,Standard trim,
Fiat,Fiat Model 14,Coupe,V8,245/40 R20,Matrix LED,Black; Gold; Grey,2022,Standard trim,
Fiat,Fiat Model 15,SUV,Turbo Petrol,275/40 R21,Halogen,Green; Black; Beige,2024,Standard trim,
Fiat,Fiat Model 16,Convertible,Hybrid,205/55 R16,Laser,Gold; Yellow; Beige,2012,Standard trim,
Fiat,Fiat Model 17,Coupe,V8,265/65 R17,Matrix LED,Metallic Blue; Orange; Black,2014,Standard trim,
Fiat,Fiat Model 18,SUV,Hybrid,265/65 R17,Adaptive LED,Beige; Metallic Silver; Black,2016,Standard trim,
Fiat,Fiat Model 19,Pick-up,Diesel,205/55 R16,Matrix LED,Green; Blue; Red,2011,Standard trim,
Fiat,Fiat Model 20,MPV,Electric,245/40 R20,Matrix LED,Orange; Yellow; Green,2012,Standard trim,
Fiat,Fiat Model 21,Convertible,V8,225/45 R18,Laser,Blue; White; Green,2010,Standard trim,
Fiat,Fiat Model 22,Sedan,Petrol,225/45 R18,Matrix LED,Grey; Metallic Silver; White,2008,Standard trim,
Fiat,Fiat Model 23,Coupe,V6,245/40 R20,Halogen,Grey; Yellow; Silver,2011,Standard trim,
Fiat,Fiat Model 24,MPV,Electric,205/55 R16,LED,Metallic Grey; Metallic Blue; Green,2013,Standard trim,
Fiat,Fiat Model 25,Sedan,Hybrid,215/55 R17,Halogen,Grey; Silver; Metallic Blue,2001,Standard trim,
Fiat,Fiat Model 26,Sedan,Diesel,215/55 R17,Adaptive LED,Silver; White; Metallic Grey,2023,Standard trim,
Fiat,Fiat Model 27,Coupe,Diesel,265/65 R17,Halogen,Metallic Silver; Gold; Green,2012,Standard trim,
Fiat,Fiat Model 28,Pick-up,Diesel,205/55 R16,LED,Metallic Silver; Yellow; Blue,2000,Standard trim,
Fiat,Fiat Model 29,Hatchback,V6,215/55 R17,Laser,Yellow; Orange; Beige,2004,Standard trim,
Fiat,Fiat Model 30,MPV,V6,265/65 R17,Adaptive LED,Green; Gold; Black,2008,Standard trim,
Fiat,Fiat Model 31,SUV,V6,205/55 R16,Halogen,Metallic Blue; Orange; Blue,2013,Standard trim,
Fiat,Fiat Model 32,Hatchback,V8,225/45 R18,Laser,Beige; Yellow; Black,2016,Standard trim,
Fiat,Fiat Model 33,Sedan,Petrol,245/40 R20,Laser,Metallic Silver; White; Gold,2007,Standard trim,
Fiat,Fiat Model 34,Sedan,V6,205/55 R16,Halogen,White; Beige; Brown,2021,Standard trim,
Fiat,Fiat Model 35,Sedan,Petrol,245/40 R20,Matrix LED,White; Grey; Orange,2012,Standard trim,
Fiat,Fiat Model 36,Roadster,Turbo Petrol,205/55 R16,Halogen,Red; White; Brown,2015,Standard trim,
Fiat,Fiat Model 37,Roadster,Petrol,205/55 R16,Adaptive LED,Orange; Green; Blue,2008,Standard trim,
Fiat,Fiat Model 38,Hatchback,Diesel,245/40 R20,Laser,Green; Gold; Yellow,2003,Standard trim,
Fiat,Fiat Model 39,Sedan,Petrol,215/55 R17,Laser,White; Red; Metallic Blue,2015,Standard trim,
Fiat,Fiat Model 40,MPV,V6,205/55 R16,Halogen,Yellow; Red; Black,2021,Standard trim,
Fiat,Fiat Model 41,Roadster,V8,215/55 R17,Matrix LED,Metallic Blue; Beige; Gold,2011,Standard trim,
Fiat,Fiat Model 42,SUV,Electric,275/40 R21,Halogen,Orange; Grey; Brown,2011,Standard trim,
Fiat,Fiat Model 43,Roadster,V6,235/35 R19,Matrix LED,Black; Silver; Gold,2017,Standard trim,
Fiat,Fiat Model 44,MPV,Hybrid,235/35 R19,Adaptive LED,Silver; Orange; Green,2006,Standard trim,
Fiat,Fiat Model 45,Convertible,Diesel,245/40 R20,Laser,Blue; Orange; Metallic Silver,2011,Standard trim,
Fiat,Fiat Model 46,Hatchback,Hybrid,265/65 R17,Matrix LED,Blue; Metallic Blue; Gold,2000,Standard trim,
Ford,Ford Model 1,Convertible,V8,225/45 R18,LED,Metallic Silver; Black; Orange,2024,Standard trim,
Ford,Ford Model 2,Convertible,Turbo Petrol,215/55 R17,Halogen,Metallic Grey; Grey; Yellow,2020,Standard trim,
Ford,Ford Model 3,Hatchback,Electric,265/65 R17,LED,Green; Grey; Yellow,2002,Standard trim,
Ford,Ford Model 4,Coupe,Hybrid,265/65 R17,Laser,White; Metallic Grey; Silver,2022,Standard trim,
Ford,Ford Model 5,Pick-up,Electric,215/55 R17,Matrix LED,Grey; Beige; Metallic Grey,2004,Standard trim,
Ford,Ford Model 6,Convertible,V8,235/35 R19,Halogen,Metallic Silver; Green; Metallic Grey,2001,Standard trim,
Ford,Ford Model 7,SUV,Hybrid,215/55 R17,Matrix LED,Black; Orange; Beige,2023,Standard trim,
Ford,Ford Model 8,Hatchback,Petrol,275/40 R21,Matrix LED,Orange; White; Yellow,2009,Standard trim,
Ford,Ford Model 9,Hatchback,V6,275/40 R21,Halogen,Metallic Grey; Grey; Gold,2010,Standard trim,
Ford,Ford Model 10,MPV,Electric,265/65 R17,Laser,Blue; Yellow; Grey,2001,Standard trim,
Ford,Ford Model 11,Coupe,Hybrid,265/65 R17,Halogen,Red; White; Metallic Blue,2009,Standard trim,
Ford,Ford Model 12,Convertible,Electric,225/45 R18,LED,Metallic Silver; Beige; Metallic Grey,2014,Standard trim,
Ford,Ford Model 13,Convertible,Petrol,225/45 R18,Adaptive LED,White; Green; Beige,2003,Standard trim,
Ford,Ford Model 14,Roadster,Hybrid,215/55 R17,Halogen,Green; Red; Metallic Grey,2012,Standard trim,
Ford,Ford Model 15,Roadster,V6,245/40 R20,Matrix LED,Metallic Silver; Brown; Red,2016,Standard trim,
Ford,Ford Model 16,Roadster,Hybrid,225/45 R18,LED,Grey; Black; Red,2005,Standard trim,
Ford,Ford Model 17,Pick-up,Diesel,245/40 R20,Halogen,Metallic Grey; Yellow; Brown,2011,Standard trim,
Ford,Ford Model 18,Pick-up,Electric,215/55 R17,LED,Metallic Silver; Silver; White,2021,Standard trim,
Ford,Ford Model 19,Hatchback,V8,265/65 R17,LED,Gold; Silver; Brown,2010,Standard trim,
Ford,Ford Model 20,Convertible,Hybrid,245/40 R20,Halogen,Silver; Green; Red,2019,Standard trim,
Ford,Ford Model 21,Pick-up,Diesel,245/40 R20,LED,Orange; Blue; Brown,2005,Standard trim,
Ford,Ford Model 22,Hatchback,Electric,215/55 R17,Matrix LED,Blue; Metallic Grey; Red,2020,Standard trim,
Ford,Ford Model 23,Hatchback,Hybrid,225/45 R18,Adaptive LED,Metallic Silver; Metallic Blue; Black,2013,Standard trim,
Ford,Ford Model 24,Hatchback,Hybrid,275/40 R21,Halogen,Beige; White; Metallic Silver,2011,Standard trim,
Ford,Ford Model 25,MPV,Petrol,245/40 R20,LED,Yellow; Black; Metallic Blue,2023,Standard trim,
Ford,Ford Model 26,MPV,Electric,265/65 R17,Halogen,Green; Metallic Silver; Grey,2005,Standard trim,
Ford,Ford Model 27,Sedan,V6,225/45 R18,Laser,Orange; Gold; Blue,2024,Standard trim,
Ford,Ford Model 28,Convertible,Petrol,275/40 R21,LED,Grey; Orange; Metallic Grey,2006,Standard trim,
Ford,Ford Model 29,SUV,Petrol,205/55 R16,Adaptive LED,Metallic Blue; Green; White,2014,Standard trim,
Ford,Ford Model 30,SUV,Diesel,245/40 R20,Laser,White; Grey; Metallic Blue,2024,Standard trim,
Ford,Ford Model 31,Roadster,Petrol,265/65 R17,Matrix LED,Metallic Grey; Blue; White,2017,Standard trim,
Ford,Ford Model 32,MPV,Petrol,215/55 R17,Matrix LED,Green; Orange; White,2010,Standard trim,
Ford,Ford Model 33,SUV,Diesel,245/40 R20,Adaptive LED,Grey; Black; Orange,2000,Standard trim,
Ford,Ford Model 34,Convertible,V8,235/35 R19,Matrix LED,White; Metallic Silver; Metallic Blue,2005,Standard trim,
Ford,Ford Model 35,Hatchback,V8,225/45 R18,LED,White; Gold; Orange,2017,Standard trim,
Ford,Ford Model 36,SUV,Turbo Petrol,205/55 R16,Adaptive LED,Grey; Orange; Green,2021,Standard trim,
Ford,Ford Model 37,Convertible,V8,205/55 R16,Adaptive LED,Metallic Grey; Green; Gold,2001,Standard trim,
Ford,Ford Model 38,MPV,V6,205/55 R16,Adaptive LED,Green; White; Blue,2015,Standard trim,
Ford,Ford Model 39,Pick-up,Diesel,205/55 R16,Halogen,Grey; Silver; Blue,2016,Standard trim,
Ford,Ford Model 40,Convertible,Hybrid,215/55 R17,Matrix LED,Black; Yellow; Gold,2002,Standard trim,
Ford,Ford Model 41,Coupe,V6,265/65 R17,Matrix LED,Yellow; Black; Silver,2000,Standard trim,
Ford,Ford Model 42,SUV,Diesel,205/55 R16,Laser,White; Metallic Silver; Black,2001,Standard trim,
Ford,Ford Model 43,Coupe,Petrol,235/35 R19,Laser,Metallic Blue; Green; Yellow,2000,Standard trim,
Ford,Ford Model 44,Convertible,Diesel,265/65 R17,Laser,Gold; Blue; Silver,2020,Standard trim,
Ford,Ford Model 45,Pick-up,Turbo Petrol,225/45 R18,Matrix LED,Black; Yellow; Orange,2020,Standard trim,
